sra_study_id,study_title,sra_sample_id,sample_name,sra_experiment_id,sra_run_id
SRP064454,RNA-Seq of human astrocytes,SRS1098742,Adult temporal lobe,SRX1303790,SRR2557091
SRP064454,RNA-Seq of human astrocytes,SRS1098743,Adult temporal lobe,SRX1303791,SRR2557092
SRP064454,RNA-Seq of human astrocytes,SRS1098720,Adult temporal lobe,SRX1303813,SRR2557114
SRP064454,RNA-Seq of human astrocytes,SRS1098741,Adult temporal lobe,SRX1303792,SRR2557093
SRP064454,RNA-Seq of human astrocytes,SRS1098740,Adult temporal lobe,SRX1303793,SRR2557094
SRP064454,RNA-Seq of human astrocytes,SRS1098739,Adult temporal lobe,SRX1303794,SRR2557095
SRP064454,RNA-Seq of human astrocytes,SRS1098716,Adult temporal lobe,SRX1303816,SRR2557117
SRP064454,RNA-Seq of human astrocytes,SRS1098738,Adult temporal lobe,SRX1303795,SRR2557096
SRP064454,RNA-Seq of human astrocytes,SRS1098737,Adult temporal lobe,SRX1303796,SRR2557097
SRP064454,RNA-Seq of human astrocytes,SRS1098736,Adult temporal lobe,SRX1303797,SRR2557098
SRP064454,RNA-Seq of human astrocytes,SRS1098719,Adult temporal lobe,SRX1303814,SRR2557115
SRP064454,RNA-Seq of human astrocytes,SRS1098718,Adult temporal lobe,SRX1303815,SRR2557116
SRP064454,RNA-Seq of human astrocytes,SRS1098735,Adult temporal lobe,SRX1303798,SRR2557099
SRP064454,RNA-Seq of human astrocytes,SRS1098733,Adult temporal lobe,SRX1303799,SRR2557100
SRP064454,RNA-Seq of human astrocytes,SRS1098715,Adult temporal lobe,SRX1303817,SRR2557118
SRP064454,RNA-Seq of human astrocytes,SRS1098745,Adult temporal lobe,SRX1303788,SRR2557089
SRP064454,RNA-Seq of human astrocytes,SRS1098751,Fetal cortex,SRX1303782,SRR2557083
SRP064454,RNA-Seq of human astrocytes,SRS1098748,Fetal cortex,SRX1303783,SRR2557084
SRP064454,RNA-Seq of human astrocytes,SRS1098749,Fetal cortex,SRX1303785,SRR2557086
SRP064454,RNA-Seq of human astrocytes,SRS1098750,Fetal cortex,SRX1303784,SRR2557085
SRP064454,RNA-Seq of human astrocytes,SRS1098747,Fetal cortex,SRX1303786,SRR2557087
SRP042143,RNA sequencing analysis of posterior cingulate astrocytes in Alzheimerâ€™s disease,SRS616356,,SRX548467,SRR1293524
SRP042143,RNA sequencing analysis of posterior cingulate astrocytes in Alzheimerâ€™s disease,SRS616353,,SRX548466,SRR1293523
SRP042143,RNA sequencing analysis of posterior cingulate astrocytes in Alzheimerâ€™s disease,SRS616357,,SRX548470,SRR1293527
SRP042143,RNA sequencing analysis of posterior cingulate astrocytes in Alzheimerâ€™s disease,SRS616358,,SRX548469,SRR1293526
SRP042143,RNA sequencing analysis of posterior cingulate astrocytes in Alzheimerâ€™s disease,SRS616349,,SRX548461,SRR1293518
SRP042143,RNA sequencing analysis of posterior cingulate astrocytes in Alzheimerâ€™s disease,SRS616352,,SRX548464,SRR1293521
SRP042143,RNA sequencing analysis of posterior cingulate astrocytes in Alzheimerâ€™s disease,SRS616350,,SRX548462,SRR1293519
SRP042143,RNA sequencing analysis of posterior cingulate astrocytes in Alzheimerâ€™s disease,SRS616355,,SRX548468,SRR1293525
SRP042143,RNA sequencing analysis of posterior cingulate astrocytes in Alzheimerâ€™s disease,SRS616351,,SRX548463,SRR1293520
SRP042143,RNA sequencing analysis of posterior cingulate astrocytes in Alzheimerâ€™s disease,SRS616354,,SRX548465,SRR1293522
SRP042143,RNA sequencing analysis of posterior cingulate astrocytes in Alzheimerâ€™s disease,SRS616360,,SRX548472,SRR1293529
SRP042143,RNA sequencing analysis of posterior cingulate astrocytes in Alzheimerâ€™s disease,SRS616361,,SRX548474,SRR1293531
SRP042143,RNA sequencing analysis of posterior cingulate astrocytes in Alzheimerâ€™s disease,SRS616366,,SRX548478,SRR1293535
SRP042143,RNA sequencing analysis of posterior cingulate astrocytes in Alzheimerâ€™s disease,SRS616367,,SRX548479,SRR1293536
SRP042143,RNA sequencing analysis of posterior cingulate astrocytes in Alzheimerâ€™s disease,SRS616364,,SRX548476,SRR1293533
SRP042143,RNA sequencing analysis of posterior cingulate astrocytes in Alzheimerâ€™s disease,SRS616363,,SRX548475,SRR1293532
SRP042143,RNA sequencing analysis of posterior cingulate astrocytes in Alzheimerâ€™s disease,SRS616368,,SRX548480,SRR1293537
SRP042143,RNA sequencing analysis of posterior cingulate astrocytes in Alzheimerâ€™s disease,SRS616362,,SRX548473,SRR1293530
SRP042143,RNA sequencing analysis of posterior cingulate astrocytes in Alzheimerâ€™s disease,SRS616365,,SRX548477,SRR1293534
SRP042143,RNA sequencing analysis of posterior cingulate astrocytes in Alzheimerâ€™s disease,SRS616359,,SRX548471,SRR1293528
SRP094900,Transcriptional response of human astrocytes to Zika virus infection,SRS2029029,,SRX2618898,SRR5319481
SRP094900,Transcriptional response of human astrocytes to Zika virus infection,SRS2029028,,SRX2618897,SRR5319480
SRP094900,Transcriptional response of human astrocytes to Zika virus infection,SRS2029032,,SRX2618901,SRR5319484
SRP094900,Transcriptional response of human astrocytes to Zika virus infection,SRS2029031,,SRX2618900,SRR5319483
SRP094900,Transcriptional response of human astrocytes to Zika virus infection,SRS2029027,,SRX2618896,SRR5319479
SRP094900,Transcriptional response of human astrocytes to Zika virus infection,SRS2029030,,SRX2618899,SRR5319482
SRP094900,Transcriptional response of human astrocytes to Zika virus infection,SRS2029023,,SRX2618892,SRR5319475
SRP094900,Transcriptional response of human astrocytes to Zika virus infection,SRS2029021,,SRX2618890,SRR5319473
SRP094900,Transcriptional response of human astrocytes to Zika virus infection,SRS2029025,,SRX2618894,SRR5319477
SRP094900,Transcriptional response of human astrocytes to Zika virus infection,SRS2029022,,SRX2618891,SRR5319474
SRP094900,Transcriptional response of human astrocytes to Zika virus infection,SRS2029024,,SRX2618893,SRR5319476
SRP094900,Transcriptional response of human astrocytes to Zika virus infection,SRS2029026,,SRX2618895,SRR5319478
SRP094900,Transcriptional response of human astrocytes to Zika virus infection,SRS2029017,,SRX2618886,SRR5319469
SRP094900,Transcriptional response of human astrocytes to Zika virus infection,SRS2029018,,SRX2618887,SRR5319470
SRP094900,Transcriptional response of human astrocytes to Zika virus infection,SRS2029020,,SRX2618889,SRR5319472
SRP094900,Transcriptional response of human astrocytes to Zika virus infection,SRS2029019,,SRX2618888,SRR5319471
SRP094900,Transcriptional response of human astrocytes to Zika virus infection,SRS2029016,,SRX2618885,SRR5319468
SRP094900,Transcriptional response of human astrocytes to Zika virus infection,SRS2029015,,SRX2618884,SRR5319467
SRP092075,Generation of human microglia-like cells to study neurological disease,SRS2075188,human iPS microglia,SRX2676716,SRR5381589
SRP092075,Generation of human microglia-like cells to study neurological disease,SRS2075190,human iPS microglia,SRX2676718,SRR5381591
SRP092075,Generation of human microglia-like cells to study neurological disease,SRS2075189,human iPS microglia,SRX2676717,SRR5381590
SRP092075,Generation of human microglia-like cells to study neurological disease,SRS1759693,iPS microglia,SRX2268509,SRR4450431
SRP092075,Generation of human microglia-like cells to study neurological disease,SRS1759697,iPS microglia,SRX2268508,SRR4450430
SRP092075,Generation of human microglia-like cells to study neurological disease,SRS1759695,iPS microglia,SRX2268510,SRR4450432
SRP092075,Generation of human microglia-like cells to study neurological disease,SRS1896136,human iPS microglia,SRX2463606,SRR5145249
SRP092075,Generation of human microglia-like cells to study neurological disease,SRS1759694,iPS microglia,SRX2268507,SRR4450429
SRP092075,Generation of human microglia-like cells to study neurological disease,SRS1896135,human iPS microglia,SRX2463605,SRR5145248
SRP092075,Generation of human microglia-like cells to study neurological disease,SRS1759696,iPS microglia,SRX2268511,SRR4450433
SRP092075,Generation of human microglia-like cells to study neurological disease,SRS1896137,human iPS microglia,SRX2463607,SRR5145250
SRP092075,Generation of human microglia-like cells to study neurological disease,SRS1759692,iPS microglia,SRX2268506,SRR4450428
SRP092075,Generation of human microglia-like cells to study neurological disease,SRS1759714,Fetal microglia,SRX2268528,SRR4450450
SRP092075,Generation of human microglia-like cells to study neurological disease,SRS1759716,Fetal microglia,SRX2268529,SRR4450451
SRP092075,Generation of human microglia-like cells to study neurological disease,SRS1759715,Fetal microglia,SRX2268530,SRR4450452
SRP092075,Generation of human microglia-like cells to study neurological disease,SRS1759717,Adult microglia,SRX2268531,SRR4450453
SRP092075,Generation of human microglia-like cells to study neurological disease,SRS1759718,Adult microglia,SRX2268532,SRR4450454
SRP092075,Generation of human microglia-like cells to study neurological disease,SRS1759719,Adult microglia,SRX2268533,SRR4450455
SRP092519,Regionally distinct astrocyte interferon signaling promotes blood-brain barrier integrity and limits immunopathology during neurotropic viral infection,SRS1779090,Astrocytes,SRX2323227,SRR4869644
SRP092519,Regionally distinct astrocyte interferon signaling promotes blood-brain barrier integrity and limits immunopathology during neurotropic viral infection,SRS1779087,Astrocytes,SRX2323224,SRR4869639
SRP092519,Regionally distinct astrocyte interferon signaling promotes blood-brain barrier integrity and limits immunopathology during neurotropic viral infection,SRS1779095,Astrocytes,SRX2323232,SRR4869651
SRP092519,Regionally distinct astrocyte interferon signaling promotes blood-brain barrier integrity and limits immunopathology during neurotropic viral infection,SRS1779091,Astrocytes,SRX2323228,SRR4869645
SRP092519,Regionally distinct astrocyte interferon signaling promotes blood-brain barrier integrity and limits immunopathology during neurotropic viral infection,SRS1779088,Astrocytes,SRX2323225,SRR4869641
SRP092519,Regionally distinct astrocyte interferon signaling promotes blood-brain barrier integrity and limits immunopathology during neurotropic viral infection,SRS1779096,Astrocytes,SRX2323233,SRR4869653
SRP092519,Regionally distinct astrocyte interferon signaling promotes blood-brain barrier integrity and limits immunopathology during neurotropic viral infection,SRS1779094,Astrocytes,SRX2323230,SRR4869648
SRP092519,Regionally distinct astrocyte interferon signaling promotes blood-brain barrier integrity and limits immunopathology during neurotropic viral infection,SRS1779092,Astrocytes,SRX2323229,SRR4869647
SRP092519,Regionally distinct astrocyte interferon signaling promotes blood-brain barrier integrity and limits immunopathology during neurotropic viral infection,SRS1779089,Astrocytes,SRX2323226,SRR4869642
SRP092519,Regionally distinct astrocyte interferon signaling promotes blood-brain barrier integrity and limits immunopathology during neurotropic viral infection,SRS1779097,Astrocytes,SRX2323234,SRR4869654
SRP092519,Regionally distinct astrocyte interferon signaling promotes blood-brain barrier integrity and limits immunopathology during neurotropic viral infection,SRS1779093,Astrocytes,SRX2323231,SRR4869650
SRP080859,RNA-seq reveals changes in the astrocyte transcriptome following Borrelia burgdorferi infection,SRS1598697,Astrocytes,SRX1997230,SRR3996274
SRP080859,RNA-seq reveals changes in the astrocyte transcriptome following Borrelia burgdorferi infection,SRS1598697,Astrocytes,SRX1997230,SRR3996275
SRP080859,RNA-seq reveals changes in the astrocyte transcriptome following Borrelia burgdorferi infection,SRS1598699,Astrocytes,SRX1997232,SRR3996278
SRP080859,RNA-seq reveals changes in the astrocyte transcriptome following Borrelia burgdorferi infection,SRS1598699,Astrocytes,SRX1997232,SRR3996279
SRP080859,RNA-seq reveals changes in the astrocyte transcriptome following Borrelia burgdorferi infection,SRS1598698,Astrocytes,SRX1997231,SRR3996276
SRP080859,RNA-seq reveals changes in the astrocyte transcriptome following Borrelia burgdorferi infection,SRS1598698,Astrocytes,SRX1997231,SRR3996277
SRP080859,RNA-seq reveals changes in the astrocyte transcriptome following Borrelia burgdorferi infection,SRS1598701,Astrocytes,SRX1997233,SRR3996280
SRP080859,RNA-seq reveals changes in the astrocyte transcriptome following Borrelia burgdorferi infection,SRS1598701,Astrocytes,SRX1997233,SRR3996281
SRP080859,RNA-seq reveals changes in the astrocyte transcriptome following Borrelia burgdorferi infection,SRS1598700,Astrocytes,SRX1997234,SRR3996282
SRP080859,RNA-seq reveals changes in the astrocyte transcriptome following Borrelia burgdorferi infection,SRS1598700,Astrocytes,SRX1997234,SRR3996283
SRP080859,RNA-seq reveals changes in the astrocyte transcriptome following Borrelia burgdorferi infection,SRS1598702,Astrocytes,SRX1997235,SRR3996284
SRP080859,RNA-seq reveals changes in the astrocyte transcriptome following Borrelia burgdorferi infection,SRS1598702,Astrocytes,SRX1997235,SRR3996285
SRP080859,RNA-seq reveals changes in the astrocyte transcriptome following Borrelia burgdorferi infection,SRS1598703,Astrocytes,SRX1997236,SRR3996286
SRP080859,RNA-seq reveals changes in the astrocyte transcriptome following Borrelia burgdorferi infection,SRS1598703,Astrocytes,SRX1997236,SRR3996287
SRP080859,RNA-seq reveals changes in the astrocyte transcriptome following Borrelia burgdorferi infection,SRS1598705,Astrocytes,SRX1997238,SRR3996290
SRP080859,RNA-seq reveals changes in the astrocyte transcriptome following Borrelia burgdorferi infection,SRS1598705,Astrocytes,SRX1997238,SRR3996291
SRP080859,RNA-seq reveals changes in the astrocyte transcriptome following Borrelia burgdorferi infection,SRS1598704,Astrocytes,SRX1997237,SRR3996288
SRP080859,RNA-seq reveals changes in the astrocyte transcriptome following Borrelia burgdorferi infection,SRS1598704,Astrocytes,SRX1997237,SRR3996289
SRP094417,Primate-specific gene TMEM14B promotes cortical expansion and folding,SRS1830122,Sample_PR10_TFC_oRG18,SRX2388221,SRR5068290
SRP094417,Primate-specific gene TMEM14B promotes cortical expansion and folding,SRS1830124,Sample_PR10_TFC_oRG21,SRX2388223,SRR5068292
SRP094417,Primate-specific gene TMEM14B promotes cortical expansion and folding,SRS1830123,Sample_PR10_TFC_oRG18,SRX2388222,SRR5068291
SRP094417,Primate-specific gene TMEM14B promotes cortical expansion and folding,SRS1830125,Sample_PR10_TFC_oRG21,SRX2388224,SRR5068293
SRP094417,Primate-specific gene TMEM14B promotes cortical expansion and folding,SRS1830118,Sample_PR10_TFC_RG4,SRX2388217,SRR5068286
SRP094417,Primate-specific gene TMEM14B promotes cortical expansion and folding,SRS1830119,Sample_PR10_TFC_RG4,SRX2388218,SRR5068287
SRP094417,Primate-specific gene TMEM14B promotes cortical expansion and folding,SRS1830120,Sample_PR10_TFC_RG5,SRX2388219,SRR5068288
SRP094417,Primate-specific gene TMEM14B promotes cortical expansion and folding,SRS1830121,Sample_PR10_TFC_RG5,SRX2388220,SRR5068289
SRP103864,Directed differentiation of human pluripotent stem cells to microglia,SRS2122513,Human primary microglia Serum Free,SRX2734647,SRR5445652
SRP103864,Directed differentiation of human pluripotent stem cells to microglia,SRS2122514,Human primary microglia Serum Free,SRX2734648,SRR5445653
SRP103864,Directed differentiation of human pluripotent stem cells to microglia,SRS2122501,Human primary microglia,SRX2734635,SRR5445640
SRP103864,Directed differentiation of human pluripotent stem cells to microglia,SRS2122502,Human primary microglia,SRX2734636,SRR5445641
SRP043644,Transcriptome analysis of oxdative-stress induced senescence in human astrocytes,SRS649460,senescent cells,SRX635994,SRR1485146
SRP043644,Transcriptome analysis of oxdative-stress induced senescence in human astrocytes,SRS649461,senescent cells,SRX635995,SRR1485147
SRP043644,Transcriptome analysis of oxdative-stress induced senescence in human astrocytes,SRS649458,proliferating cells,SRX635992,SRR1485144
SRP043644,Transcriptome analysis of oxdative-stress induced senescence in human astrocytes,SRS649459,proliferating cells,SRX635993,SRR1485145
SRP079838,Direct Generation of Human Neuronal Cells from Adult Astrocytes by Small Molecules,SRS1584814,astrocytes treated with small molecules for 0 days,SRX1977039,SRR3952171
SRP079838,Direct Generation of Human Neuronal Cells from Adult Astrocytes by Small Molecules,SRS1584812,astrocytes treated with small molecules for 2 days,SRX1977040,SRR3952172
SRP079838,Direct Generation of Human Neuronal Cells from Adult Astrocytes by Small Molecules,SRS1584813,astrocytes treated with small molecules for 30 days,SRX1977041,SRR3952173
SRP013565,GSE35585: RIP-seq from ENCODE/SUNY Albany,SRS1313353,,SRX1603553,SRR3192576
SRP013565,GSE35585: RIP-seq from ENCODE/SUNY Albany,SRS1313352,,SRX1603554,SRR3192577
SRP075430,Homo sapiens Raw sequence reads,SRS1446831,,SRX1775622,SRR3546647
SRP075430,Homo sapiens Raw sequence reads,SRS1446832,,SRX1775623,SRR3546648
SRP073375,Spatial proximity to fibroblasts impacts molecular features and therapeutic sensitivity of breast cancer cells influencing clinical outcomes,SRS1399043,Human astrocyte,SRX1707751,SRR3392365
SRP073375,Spatial proximity to fibroblasts impacts molecular features and therapeutic sensitivity of breast cancer cells influencing clinical outcomes,SRS1399042,Human astrocyte,SRX1707752,SRR3392366
SRP104149,Functional astrocytes differentiated from hiPSCs,SRS2128776,ScienCell,SRX2742177,SRR5454011
SRP104149,Functional astrocytes differentiated from hiPSCs,SRS2128774,ScienCell,SRX2742176,SRR5454010
SRP097202,Zika virus infection reprograms global transcription of host cells to allow sustained infection,SRS1930238,Microglia,SRX2505971,SRR5190144
SRP097202,Zika virus infection reprograms global transcription of host cells to allow sustained infection,SRS1930238,Microglia,SRX2505971,SRR5190145
SRP097202,Zika virus infection reprograms global transcription of host cells to allow sustained infection,SRS1930237,Microglia,SRX2505970,SRR5190142
SRP097202,Zika virus infection reprograms global transcription of host cells to allow sustained infection,SRS1930237,Microglia,SRX2505970,SRR5190143
SRP046944,Roadmap Epigenomics Program - UCSF,SRS1039226,,SRX1158099,SRR2173288
